utterance,intent
list united flights from denver to san francisco on tuesdays or wednesdays ,flight
can i have a rental car in houston ,ground_service
what is the earliest flight in the morning to arrive in baltimore from boston ,flight
i'm trying to find the flight number from a flight from orlando to cleveland on us air and it arrives around 10 pm ,flight_no
for each airline flying between boston and san francisco what is the earliest flight ,flight
show me the flights from atlanta to philadelphia ,flight
show flights between toronto and san francisco ,flight
fares and flights from baltimore to philadelphia ,airfare
flight leaving chicago to nashville ,flight
what is the coach fare between boston and atlanta on delta ,airfare
i would like an early flight from la to charlotte monday morning ,flight
flights from kansas city to cleveland ,flight
i would like a flight from philadelphia to dallas arrive dallas about 12 noon ,flight
now i'd like information on flights from denver to san francisco ,flight
list the flights arriving in baltimore from boston before 10 am on august third ,flight
find me a flight from boston to san francisco with layover in denver on united ,flight
what round trip flights between atlanta and denver qualify for fare code qx ,flight
where does canadian airlines international fly to ,flight
show me fares from seattle to minneapolis ,airfare
all flights from san francisco to boston leaving before noon ,flight
show me all flights from minneapolis to san diego that arrive before 7 pm ,flight
can you show me economy class one way fares for flights from oakland to dallas on december sixteenth ,airfare
what are the flights from denver to baltimore on august tenth ,flight
give me the flights on tuesday from los angeles to pittsburgh ,flight
i need information on flights for tuesday leaving baltimore for dallas dallas to boston and boston to baltimore ,flight
where does delta fly to that american doesn't ,flight
from las vegas to montreal ,flight
can i get a taxi from long beach airport to downtown long beach ,ground_service
what's the earliest flight from san jose to houston ,flight
show me the flights from boston to dallas ,flight
what ground transportation is available in denver ,ground_service
what flights leave san francisco on monday night and arrive at atlanta later in the evening ,flight
what flights are there available from philadelphia to denver on wednesday with economy class ,flight
what flights from pittsburgh to newark on monday ,flight
i am interested in booking an early flight from dallas into houston and returning in the late evening ,flight
what flights are there from new york city to las vegas ,flight
i would like to see the flights from baltimore to philadelphia again ,flight
give me a flight from newark to tampa on friday ,flight
give me flights from atlanta to baltimore ,flight
i want a flight from los angeles to pittsburgh that arrives before 3 pm on tuesday ,flight
what flights go from san francisco to denver on mondays ,flight
hello i'm trying to find a flight that goes from pittsburgh to denver after 2 pm ,flight
i want to know the cheapest way to fly from denver to oakland ,flight
what does co mean ,abbreviation
give me flights from baltimore to denver on united that offer first class ,flight
does midwest express serve indianapolis ,flight
i need to catch an evening flight from boston to philadelphia on august first ,flight
what type of plane is an m80 ,aircraft
i would like to fly from boston to baltimore what time are the flights in the afternoon ,flight
i would like information on flights from pittsburgh to baltimore arriving in baltimore before 10 am on thursday ,flight
show me all the twa flights from indianapolis to houston that arrive around 11 am ,flight
what flights from pittsburgh to atlanta on wednesday morning serves breakfast ,flight
i would like to find flights from columbus to minneapolis on monday june fourteenth early in the morning or in the evening sunday june thirteenth thank you ,flight
show me flights from all airports to love field ,flight
what kind of ground transportation is there in denver ,ground_service
list the flights and time of arrival for flights arriving in dallas fort worth from boston before noon ,flight
